JURISDICCION;OBJETIVO;EJE1;EJE2;NOMBRE_PROYECTO;DESCRIPCION_PROYECTO;FECHA_INICIO;FECHA_FIN;ETIQUETA;BARRIO
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA ZABALA;RECUPERACION DE MOBILIARIO URBANO EXISTENTE DETERIORADO O VANDALIZADO, REPARACION DE REJA DE ACCESO AL PATIO, CREACION DE SECTORES DE ESTAR CON LA INCORPORACION DE NUEVO EQUIPAMIENTO URBANO, AUMENTO DE LA SUPERFICIE ABSORBENTE, AUMENTO DE LA CANTIDAD DE ARBOLES Y ARBUSTOS, INCORPORACION DE NUEVOS USOS: PATIO DE JUEGOS Y SECTORES CON POSTAS AEROBICAS Y INCORPORACION DE NUEVAS LUMINARIAS LED.;13/12/2016;16/6/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;MATADEROS
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PATIOS DE JUEGOS;PUESTA EN VALOR DEL PATIO DE JUEGOS.;1/1/2017;8/11/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;MONTSERRAT
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PARQUE SAN BENITO;OBRAS DE PUESTA EN VALOR DEL ESPACIO PUBLICO PARA QUE LOS VECINOS DE TODAS LAS COMUNAS CONTINUEN DISFRUTANDO DE SU USO.;28/9/2016;31/3/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;BELGRANO
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA CHILE;MEJORA DE LOS ESPACIOS VERDES DE LA PLAZA CHILE.;29/10/2016;31/3/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;PALERMO
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZOLETA DE LOS MILAGROS (PE);CREACION DE MAYOR SUPERFICIE ABSORBENTE, COLOCACION DE VEGETACION, AMPLIACION DEL PATIO DE JUEGOS Y COLOCACION DE SOLADO ANTIGOLPE, COLOCACION DE NUEVO MOBILIARIO, COLOCACION DE CESTOS DE BASURA, COLOCACION DE EQUIPAMIENTO DE DESCANSO Y POSTAS DEPORTIVAS, CONSTRUCCION DE CAZOLETAS, CREACION DE NUEVOS CANTEROS EN LA PLAZOLETA DE LOS MILAGROS (PE).;1/1/2017;31/1/2018;OBRAS PUBLICAS/ ESPACIO PUBLICO;VILLA LUGANO
MINISTERIO DE GOBIERNO;ASEGURAR LA REPRESENTACION DE LA CIUDAD EN ENTORNOS DE GESTION Y TOMA DE DECISION QUE INVOLUCREN ORGANISMOS INTERJURISDICCIONALES, AUTARQUICOS, DEMAS ORGANIZACIONES.;CREATIVIDAD;;CONCURSO NACIONAL DE IDEAS PASEO DEL BAJO;LLAMADO A CONCURSO NACIONAL DE IDEAS CON EL OBJETIVO DE DESARROLLAR LAS NUEVAS AREAS VERDES PUBLICAS Y OBRAS COMPLEMENTARIAS A LA OBRA VIAL DE PASEO DEL BAJO, ORGANIZADO POR LA CORPORACION ANTIGUO PUERTO MADERO S.A, LA SOCIEDAD CENTRAL DE ARQUITECTOS Y EL MINISTERIO DE DESARROLLO URBANO Y TRANSPORTE.;27/3/2017;9/6/2017;ESPACIO PUBLICO/ EMPRENDEDORISMO E INNOVACION/ PARTICIPACION CIUDADANA/ GOBIERNO ABIERTO ;
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;FERROCARRIL URQUIZA: HABANA Y FERNANDEZ DE ENCISO;AUMENTO DE SUPERFICIE ABOSRBENTE, REPARACION DE CANTEROS LINDEROS A LA ESTACION, COLOCACION DE NUEVA VEGETACION EN LA ESTACION DEL FFCC URQUIZA.;2/3/2017;18/1/2018;OBRAS PUBLICAS/ ESPACIO PUBLICO;VILLA DEVOTO
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;CORREDON MORON CALLE SUSTENABLE;ELEVACION DE LA CALZADA AL NIVEL DE LA ACERA, ENSANCHAMIENTO DE VEREDAS, COLOCACION DE BOLARDOS, MEJORA DE LA ILUMINACION A LO LARGO DE LA CUADRA, COLOCACION DE MOBILIARIO URBANO (CESTOS DE BASURA Y BICICLETERO), REPARACION DE VEREDAS EN MAL ESTADO, PLANTACION DE ARBOLES, CONSTRUCCION DE CANTEROS  Y COLOCACION DE PLANTAS EN CORREDON MORON CALLE SUSTENABLE.;2/3/2017;15/1/2018;OBRAS PUBLICAS/ ESPACIO PUBLICO/ INTEGRACION SOCIAL Y URBANA;FLORES
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZOLETAS BRUIX;AMPLIACION DEL SUELO ABSORBENTE DE LOS ISLOTES, GENERACION DE CANTEROS CENTRALES. REALIZACION DE ACERAS PERIMETRALES QUE PERMITIRAN EL PASO PEATONAL.IMPLEMENTACION DE NUEVAS LUMINARIAS. INCORPORACION DE VADOS PEATONALES. INCORPORACION DE BOLARDOS METALICOS UBICADOS ESTRATEGICAMENTE EN EL PERIMETRO PARA EVITAR EL ACCESO VEHICULAR POR ENCIMA DE LOS ISLOTES.SE INCORPORARAN NUEVAS ESPECIES VEGETALES Y RIEGO EN TODOS LOS ISLOTES.;13/12/2016;30/9/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;PARQUE AVELLANEDA
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;MONSEÑOR DANDREA;REALIZACION DE CANIL, COLOCACION DE SOLADO ANTIGOLPE Y ARBOLES EN PLAZA MONSEÑOR DE ANDREA.;16/3/2017;29/12/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;BALVANERA
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;AUMENTAR EL GASTO PROMEDIO ACUMULADO DE VIAJE POR TURISTA EXTRANJERO EN CABA.;DISFRUTE;;PROMOCION DEL TURISMO DE NEGOCIOS EN LA CIUDAD;PARTICIPAR EN FERIAS DEL SEGMENTO MICE (TURISMO DE REUNIONES CORPORATIVO) REALIZANDO ENCUENTROS, INCENTIVOS, CONFERENCIAS Y FERIAS, QUE IMPLICAN LA CAPTACION DE EVENTOS Y LA POSTULACION DE LA CIUDAD DE BUENOS AIRES COMO SEDE ANFITRIONA.;1/4/2017;1/12/2017;TURISMO;
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;CANIL PLAZA ANGUITA;CREACION DE CANIL CON JUEGOS, BEBEDEROS Y MOBILIARIO PARA MASCOTAS. COLOCACION DE CERCO PERIMETRAL. CREACION DE SECTORES VERDES Y DE UN MURAL.;1/1/2017;4/10/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;SAN CRISTOBAL
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;AUMENTAR EL GASTO PROMEDIO ACUMULADO DE VIAJE POR TURISTA EXTRANJERO EN CABA.;DISFRUTE;;PROMOCION DEL TURISMO DE LUJO EN LA CIUDAD;ASISTIR A FERIAS DEL SEGMENTO DE LUJO Y ORGANIZAR ACCIONES DE PROMOCION Y PRESENTACION DE DESTINO, CON EL FIN DE LOGRAR EL ARRIBO DE UNA MAYOR CANTIDAD DE TURISTAS DE LUJO EN LA CIUDAD.;1/5/2017;8/12/2017;TURISMO;
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;HOSPITAL ZUBIZARRETA - REFORMA FRENTE Y PUESTA;LOS TRABAJOS REALIZADOS EN EL HOSPITAL ZUBIZARRETA Y SU ENTORNO, CONSISTIERON EN LA RE FUNCIONALIZACION DE SU INGRESO Y SU PUESTA EN VALOR MEDIANTE TRABAJOS COMO LA RENOVACION TOTAL DE SUS VEREDAS, INCORPORACION DE REJAS Y PARQUIZACION DE SUS FRENTES SOBRE LAS CALLES NUEVA YORK, CHIVILCOY Y PARTE DE ASUNCION Y REACONDICIONAMIENTO DEL ESTACIONAMIENTO DE VEHICULOS.LAS ACCIONES EN EL FRENTE LE CONFIRIERON ORDEN EN LAS CIRCULACIONES DE AMBULANCIAS Y DE PACIENTES MEDIANTE UNA NUEVA RAMPA DE ACCESO DE EMERGENCIAS INDIVIDUALIZADA DEL ACCESO A GUARDIA PEATONAL. ESTE SE PRODUCE, COMO PRODUCTO TAMBIEN DE ESTAS ADECUACIONES, MEDIANTE UNA ESCALINATA MAS AMPLIA O, BIEN, DE UNA RAMPA QUE BRINDA ACCESIBILIDAD FISICA PARA TODAS LAS PERSONAS CON NECESIDADES ESPECIALES.ESTO SE COMPLETA CON LA INCORPORACION DE UNA MARQUESINA QUE BRINDA RESGUARDO Y SOMBRA A TIEMPO QUE LE CONFIERE MAYOR CARACTER INSTITUCIONAL AL EDIFICIO, CON EL PARQUIZADO DE ESTE ESPACIO, IDENTIFICANDOLO CON LA VEGETACION CARACTERISTICA DEL BARRIO Y CON NUEVO CONJUNTO DE FAROLAS QUE ILUMINAN LA VEREDA DE ESTE FRENTE.;8/9/2016;3/5/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO/ SALUD;VILLA DEVOTO
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;EQUIPAMIENTO SEDE COMUNA 12;INSTALACION DEL NUEVO EQUIPAMIENTO PARA LA NUEVA SEDE COMUINAL.;13/12/2016;30/4/2017;OBRAS PUBLICAS/ GOBIERNO ABIERTO/ ATENCION AL VECINO;MONTSERRAT
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA DISCEPOLO;OBRAS DE PUESTA EN VALOR DEL ESPACIO PUBLICO PARA QUE LOS VECINOS DE TODAS LAS COMUNAS CONTINUEN DISFRUTANDO DE SU USO.;8/9/2016;20/5/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;PARQUE CHACABUCO
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA DON SEGUNDO SOMBRA;CONSTRUCCION DE ACCESO AL PATIO DE JUEGOS CON ARENA, COLOCACION DE JUEGOS INCLUSIVOS, CREACION DE CANIL, ACONDICIONAMIENTO DE REJAS, RECAMBIO DE SOLADOS Y REALIZACION DE PAISAJISMO.;13/12/2016;8/5/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;FLORES
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PASAJE GARIBALDI;CREACION DE SENDAS PEATONALES, REALIZACION DE PAISAJISMO E ILUMINACION PARA UNIR CAMINITO CON LAS INMEDIACIONES DEL CLUB BOCA JRS.;30/10/2016;27/5/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;MONTSERRAT
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA 1RO DE MAYO;LA PROPUESTA CONTEMPLA LA REUBICACION DEL PATIO DE JUEGOS, APORTANDOLE NUEVOS JUEGOS INCLUSIVOS Y SOLADO DE BALDOSA ANTI GOLPE PARA PROPORCIONAR ACCESIBILIDAD. SE PONE EN CONDICIONES EL MOBILIARIO EXISTENTE Y SE AGREGAN NUEVOS PARA GENERAR MAS LUGARES DE ESTAR, SE REALIZAN EL REEMPLAZO DE TODOS LOS CESTOS DE BASURA EXISTENTES. EN EL SECTOR DEL ACTUAL PATIO DE JUEGOS SE REALIZA UN SECTOR DEPORTIVO REUBICANDO LA ACTUAL CANCHA DEPORTIVA Y SUMANDO EQUIPAMIENTO PARA DICHAS ACTIVIDADES COMO FUTBOL TENIS, PING PONG, METEGOL, POSTAS AEROBICAS Y SE GENERA UNA CINTA PARA REALIZAR ACTIVIDADES AEROBICAS.EL ACTUAL CANIL PRESENTA DETERIORO, POR LO CUAL SE REACONDICIONA EL SECTOR.LAS AREAS DE SUPERFICIE ABSORBENTE SE PARQUIZAN Y SE APORTA NUEVA VEGETACION, COMO ASI TAMBIEN SE AUMENTA LA SUPERFICIE ABSORBENTE GENERANDO NUEVOS CANTEROS EN LOS SENDEROS PRINCIPALES Y ALREDEDOR DEL MONUMENTO.;13/12/2016;29/4/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;MONTSERRAT
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA ARISTOBULO DEL VALLE;PUESTA EN VALOR DE LA PLAZA.;29/9/2016;31/3/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;MONTSERRAT
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;LA REDONDA, IGLESIA DE BELGRANO;SE REALIZO LA NIVELACION DE CALLES DE ADOQUINES CON VEREDAS PERIMETRALES, NUEVO SOLADO EN VEREDAS Y CAMINOS INTERNOS, SOLADO ANTIGOLPE Y PUESTA A PUNTO DEL PATIO DE JUEGOS, PAISAJISMO Y RIEGO. BOLARDOS Y EQUIPAMIENTO GENERAL.;13/12/2016;30/4/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;BELGRANO
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA ALBERTI - COMUNA 13;PARQUIZACION, COLOCACION DE SOLADOS, COLOCACION DE SISTEMA DE RIEGO. MEJORAMIENTO DE CAMINOS INTERNOS DE LA PLAZA, CREACION DE AREAS NUEVAS DE DESCANSO Y POSTAS AEROBICAS, COLOCACION DE EQUIPAMIENTO URBANO Y RECUPERACION EN EL MOBILIARIO EXISTENTE, CONSTRUCCION DE UN CANIL CON GRAMA BAHIANA, RECUPERACION Y MEJORA EN EL SISTEMA DE RIEGO, CREACION DE CANTEROS NUEVOS CON DIVERSAS ESPECIES Y PARQUIZACION DE LA PLAZA CON VEGETACION NUEVA.;16/3/2017;17/11/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;BELGRANO
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA GARAY;SE AMPLIARA LA SUPERCICIE ABSORBENTE, SE MEJORARAN LAS SENDAS PEATONALES Y VEREDAS, SE CONSTRUIRA UN BOULEVARD CON VEGETACION, SE COLOCARAN NUEVOS CESTOS DE BASURA, SE COLOCARA PINTURA ANTIPEGATINA EN LUMINARIAS Y POSTES EXISTENTES DE LA PLAZA GARAY.;1/1/2017;6/2/2018;OBRAS PUBLICAS/ ESPACIO PUBLICO;CONSTITUCION
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA GENERAL FRAMIREZ ETAPA II;FINALIZACION DE SKATE PARK EN PLAZA GENERAL F.RAMIREZ.;8/9/2016;10/4/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;MONTSERRAT
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA IGNACIO CORSINI;COLOCACION DE RIEGO AUTOMATICO, RECUPERACION DEL MOBILIARIO EXISTENTE, AUMENTO DE SUPERFICIE ABSORBENTE, RESTAURACION DEL PATIO DE JUEGOS, COLOCACION DE VEGETACION Y REPARACION DE BALDOSAS EN PLAZA IGNACIO CORSINI.;13/11/2016;10/1/2018;OBRAS PUBLICAS/ ESPACIO PUBLICO;MONTSERRAT
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA LOLA MORA;PUESTA EN VALOR DE LA PLAZA.;30/8/2016;20/2/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;MONTSERRAT
SUBSECRETARIA DE GESTION COMUNAL;PONER EN VALOR EL ESPACIO PUBLICO COMUNAL.;ESCALA HUMANA;DISFRUTE;PLAZA MAFALDA;PUESTA EN VALOR DE LA PLAZA.;13/11/2016;31/3/2017;OBRAS PUBLICAS/ ESPACIO PUBLICO;MONTSERRAT
MINISTERIO DE DESARROLLO HUMANO Y HABITAT;CREAR LAS CONDICIONES QUE GARANTICEN LA INTEGRACION URBANA Y LA PARTICIPACION COMUNITARIA A TRAVES DE LA GESTION SOCIAL DEL HABITAT.;INTEGRACION SOCIAL;;URBANIZACION: OBRAS LA CARBONILLA FF;"URBANIZACION: OBRAS LA CARBONILLALA OBRA ""LA CARBONILLA"" TIENE COMO OBJETIVO PRINCIPAL LA IMPLANTACION DE UN SISTEMA DE COLECTORES PLUVIALES Y PAVIMENTACION CONVERGENTE HACIA LOS MISMOS. ESTO NO SOLO MEJORA LA CIRCULACION EN EL BARRIO SINO TAMBIEN REDUCE EL RIESGO SANITARIO, EVITANDO REBALSES E INUNDACIONES.";31/12/2016;15/2/2018;INTEGRACION SOCIAL Y URBANA;LA PATERNAL
SECRETARIA DE CULTURA CIUDADANA Y FUNCION PUBLICA;LOGRAR QUE LOS VECINOS DE CABA SEAN PROTAGONISTAS DE UNA CIUDAD QUE DISFRUTA DEL ENCUENTRO Y CONVIVENCIA DE ESPACIO PUBLICO.;DISFRUTE;;ACTORES CLAVE;PROMOVER LAS CONDUCTAS DESEADAS EN LOS ACTORES CLAVE PARA QUE ACTUEN COMO FACILITADORES DEL CAMBIO Y APALANQUEN LAS POLITICAS PUBLICAS PROPUESTAS POR LAS AREAS DE GOBIERNO VINCULADAS A LA CONVIVENCIA.;1/1/2017;1/12/2017;PARTICIPACION CIUDADANA;
ENTE AUTARQUICO TEATRO COLON;FACILITAR EL ACCESO DE NUEVOS PUBLICOS AL TEATRO COLON.;DISFRUTE;;VAMOS AL COLON;CON EL FIN DE ATRAER AL PUBLICO INFANTIL, FAMILIAR Y ESCOLAR ES QUE JUNTO CON EL MINISTERIO DE EDUCACION TRABAJA EN EL ACERCAMIENTO DE NUEVOS ESPECTADORES AL TEATRO COLON A PARTIR DE 3 EJES PRINCIPALES: FAMILIA, EDUCACION Y COLON JOVEN.VAMOS AL COLON OFRECE UN ABONO FAMILIAR, QUE INCLUYE ESPECTACULOS DE BALLET, OPERA Y CONCIERTOS ESPECIALMENTE PENSADOS Y PRODUCIDOS PARA EL PUBLICO INFANTIL, CON ENTRADAS A PRECIOS ACCESIBLES Y DESCUENTOS PARA MENORES. ADEMAS, EL PROGRAMA CONSTA DE FUNCIONES ESPECIALES DESTINADAS A ALUMNOS DE 5TO GRADO DE LAS DISTINTAS ESCUELAS PUBLICAS DE LA CIUDAD.;18/3/2017;15/12/2017;CULTURA/ INTEGRACION SOCIAL Y URBANA;
ENTE AUTARQUICO TEATRO COLON;FACILITAR EL ACCESO DE NUEVOS PUBLICOS AL TEATRO COLON.;DISFRUTE;;EL COLON MAS CERCA: PROVINCIAS / COLON FEDERAL;A TRAVES DEL PROGRAMA “EL COLON FEDERAL”, SE PROPONE ESTABLECER UN TRABAJO RECIPROCO DE COLABORACION ENTRE EL TEATRO Y LOS DISTINTOS TEATROS DE LAS PROVINCIAS, DESARROLLANDO ACTIVIDADES CONJUNTAS DE INTERCAMBIO ARTISTICO.ADEMAS DE LAS PRESENTACIONES DE BALLET, OPERA Y CONCIERTO REALIZADAS EN LOS TEATROS DE LAS PROVINCIAS DE JUJUY, MISIONES, SAN JUAN, SANTA FE, ENTRE OTRAS, LA INICIATIVA INCLUYE LA CELEBRACION DE CONVENIOS DE COLABORACION QUE CONTEMPLAN OTROS INTERCAMBIOS COMO ASISTENCIA TECNICA Y ARTISTICA Y PROGRAMAS DE FORMACION Y CAPACITACION. PROYECTO REALIZADO EN CONJUNTO CON LA SECRETARIA GENERAL Y RELACIONES INTERNACIONALES.;15/2/2017;30/8/2017;CULTURA;
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;AUMENTAR LA INVERSION PRIVADA EN LA CABA.;CREATIVIDAD;;ACELERADO BUENOS AIRES AL MUNDO;PROYECTO INTEGRAL DE INTERNACIONALIZACION PARA CONVERTIR A LA CIUDAD DE BUENOS AIRES EN EL PRINCIPAL DESTINO DE INVERSIONES QUE PERMITA POTENCIAR EL TALENTO LOCAL.;1/10/2016;31/12/2017;DESARROLLO ECONOMICO/ EMPRENDEDORISMO E INNOVACION ;
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;PROMOVER EL BIENESTAR ANIMAL Y LA TENENCIA RESPONSABLE DE MASCOTAS Y CONTRIBUIR CON LA CONVIVENCIA ARMONICA EN EL ESPACIO PUBLICO.;DISFRUTE;ESCALA HUMANA;AMPLIACION DEL SERVICIO DE ATENCION CLINICA VETERINARIA Y CASTRACION GRATUITO;SERVICIO DE ATENCIONES CLINICAS VETERINARIAS BASICAS  Y CASTRACIONES GRATUITAS A PERROS Y GATOS, MACHOS Y HEMBRAS, EN CUMPLIMIENTO DE LA LEY N°1338 Y LA LEY N° 4351, EN TODA LA CIUDAD DE LUNES A LUNES.;2/1/2017;30/12/2017;ATENCION AL VECINO;
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;TRANSFORMAR EL ECOPARQUE EN UN PUNTO DE ENCUENTRO Y EDUCACION AMBIENTAL DE LA CIUDAD.;CREATIVIDAD;DISFRUTE;ECOPARQUE, OBRAS DE SEGURIDAD;EJECUCION DE LAS OBRAS NECESARIAS PARA GARANTIZAR LA SEGURIDAD DE LAS PERSONAS EN EL PARQUE, DANDO CUMPLIMIENTO A LAS EXIGENCIAS DE LA NORMATIVA VIGENTE Y LOS ESTANDARES EXIGIDOS POR LA LEY DEL ECOPARQUE.;18/5/2017;15/12/2018;OBRAS PUBLICAS;
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;DERIVAR LA POBLACION FAUNISTICA IDENTIFICADA COMO DERIVABLE, ALCANZANDO LOS ESTANDARES DE BIENESTAR ANIMAL DE LOS EJEMPLARES QUE QUEDEN EN EL ECOPARQUE.;CREATIVIDAD;;ECOPARQUE: CAPACITACIONES;PLAN DE CAPACITACION Y ENTRENAMIENTO A CUIDADORES, VETERINARIOS Y PERSONAL TECNICO DEL ECOPARQUE, PARA LA MEJORA EN PRACTICAS DE MANEJO ANIMAL Y PREVENCION DE ACCIDENTES.;1/1/2017;31/12/2018;ESPACIO PUBLICO;PALERMO
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;AUMENTAR EL ESPECTRO DE POBLACION QUE DISFRUTE DE LOS ESPACIOS VERDES DE LA CIUDAD.;DISFRUTE;ESCALA HUMANA;GUARDIA DE AUXILIO;PUESTA EN VALOR DEL PERIMETRO DEL EDIFICIO, REALIZANDO NUEVAS VEREDAS, CANTEROS MAS AMPLIOS Y PARQUIZACION.;2/1/2017;30/8/2017;ESPACIO PUBLICO;CONSTITUCION
MINISTERIO DE AMBIENTE Y ESPACIO PUBLICO;AUMENTAR EL ESPECTRO DE POBLACION QUE DISFRUTE DE LOS ESPACIOS VERDES DE LA CIUDAD.;DISFRUTE;ESCALA HUMANA;NUEVO ACCESO JARDIN BOTANICO DE LA CIUDAD DE BUENOS AIRES CARLOS THAYS;NUEVO ACCESO JARDIN BOTANICO DE LA CIUDAD DE BUENOS AIRES CARLOS THAYS.;1/3/2016;30/4/2017;ESPACIO PUBLICO;PALERMO
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;TRANSFORMAR EL ECOPARQUE EN UN PUNTO DE ENCUENTRO Y EDUCACION AMBIENTAL DE LA CIUDAD.;CREATIVIDAD;DISFRUTE;ECOPARQUE - OBRAS DE TRANSFORMACION;INVERSION EN INFRAESTRUCTURA PARA LA TRANSFORMACION DEL EX ZOOLOGICO DE BUENOS AIRES EN UN ECOPARQUE, INCLUYE PRINCIPALMENTE TRABAJOS EN ESPACIOS VERDES, RECINTOS, ZONAS DE SERVICIO, PATRIMONIO HISTORICO, PAISAJISMO, SEÑALETICA Y ADECUACION TECNOLOGICA.;2/6/2017;6/7/2018;OBRAS PUBLICAS/ ESPACIO PUBLICO;PALERMO
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;TRANSFORMAR EL ECOPARQUE EN UN PUNTO DE ENCUENTRO Y EDUCACION AMBIENTAL DE LA CIUDAD.;CREATIVIDAD;DISFRUTE;MASTER PLAN ECOPARQUE;DISEÑAR Y PRESENTAR EL PLAN MAESTRO PARA LA TRANSFORMACION DEL EX ZOOLOGICO DE BUENOS AIRES EN UN ECOPARQUE, CONSIDERANDO LOS APORTES DE LAS PROPUESTAS GANADORAS DEL CONCURSO INTERNACIONAL DE IDEAS, LAS RECOMENDACIONES DE LAS ONGS Y LAS MAS DE 50.000 PROPUESTAS DE LOS VECINOS.;22/12/2016;30/4/2018;ESPACIO PUBLICO/ OBRAS PUBLICAS;
MINISTERIO DE MODERNIZACION, INNOVACION Y TECNOLOGIA;POSICIONAR A BUENOS AIRES ENTRE LAS 10 CIUDADES MAS ATRACTIVAS DEL MUNDO SEGUN LOS RANKINGS TRIP ADVISOR.;DISFRUTE;;PROMOCION DE LA CIUDAD EN EL PAIS Y LA REGION;ASISTIR A FERIAS DEL MERCADO NACIONAL Y REGIONAL Y ORGANIZAR ACCIONES DE PROMOCION Y PRESENTACION DE DESTINO, CON EL FIN DE INCENTIVAR EL TURISMO INTERNO Y EL CONSUMO DE LOS TURISTAS PROVENIENTES DEL INTERIOR DEL PAIS EN LA CIUDAD.;7/1/2017;1/12/2017;TURISMO/ DESARROLLO ECONOMICO;
SUBSECRETARIA DE SISTEMAS Y PROCESOS;EFICIENTIZAR, MEJORAR Y TRANSPARENTAR LA GESTION INTERNA Y EL SERVICIO AL CIUDADANO.;CREATIVIDAD;;AGILIZACION DE TRAMITES DE CONSTRUCCION DE OBRAS, HABILITACION DE OBRAS Y COMERCIALES Y FISCALIZACIONES;ESTE PROYECTO PREVE LA INTEGRACION DE LOS TRAMITES DE CONSTRUCCION DE OBRAS, HABILITACION DE OBRAS Y COMERCIALES , FISCALIZACIONES DE LA AGENCIA GUBERNAMENTAL DE CONTROL (AGC), LA DIRECCION GENERAL DE REGISTRO DE OBRAS Y CATASTRO (DGROC) Y LA AGENCIA DE PROTECCION AMBIENTAL (APRA). EL PROYECTO IMPLICA UNA REVISION INTEGRAL DE LOS PROCESOS INVOLUCRADOS Y LA REINGENIERIA TOTAL PARA SIMPLIFICAR LA GESTION A LOS CIUDADANOS MEDIANTE UNA VENTANILLA UNICA, LA REVISION Y SIMPLIFICACION DE NORMATIVA, Y LA INTEGRACION DE SISTEMAS.;1/11/2017;28/12/2018;ATENCION AL VECINO;TODOS LOS BARRIOS
